cpu_usage,memory_usage,disk_io_time,disk_space_used,max_disk_io_time,cycles_per_instruction,memory_accesses_per_instruction,sampled_cpu_usage,assignments,page_cache_memory,major_page_faults,mean_disk_io_time,cpu_wait_time,network_io_time,unknown_metric,time,missing_info_x,machine_id_y,event_type_x,user_x,scheduling_class_x,priority,cpu_request,memory_request,disk_request,different_machine,missing_info_y,event_type_y,scheduling_class_y,access_frequency,read_write_ratio,latency_sensitivity,data_size_indicator
0.0602054794520547,0.4483153638814016,0.3882914572864321,0.1920240137221269,0.0587111201463712,0.4453145917001339,0.0,0.6119133574007221,0.0266437886067261,0.0,0.0319267849657677,0.011134896557487,0.0,0.0,0.0440235881152188,0.0,0.0,1.0,0.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,0.0,1.0,372,0.15504829642615503,0.15119984497782274,2.8793657780032027
0.0602054794520547,0.4483153638814016,0.3882914572864321,0.1920240137221269,0.0587111201463712,0.4453145917001339,0.0,0.6119133574007221,0.0266437886067261,0.0,0.0319267849657677,0.011134896557487,0.0,0.0,0.0440235881152188,0.0,0.0,1.0,0.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,1.0,1.0,372,0.15504829642615503,0.15119984497782274,2.8793657780032027
0.0602054794520547,0.4483153638814016,0.3882914572864321,0.1920240137221269,0.0587111201463712,0.4453145917001339,0.0,0.6119133574007221,0.0266437886067261,0.0,0.0319267849657677,0.011134896557487,0.0,0.0,0.0440235881152188,0.0,0.0,1.0,1.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,0.0,1.0,372,0.15504829642615503,0.15119984497782274,2.8793657780032027
0.0602054794520547,0.4483153638814016,0.3882914572864321,0.1920240137221269,0.0587111201463712,0.4453145917001339,0.0,0.6119133574007221,0.0266437886067261,0.0,0.0319267849657677,0.011134896557487,0.0,0.0,0.0440235881152188,0.0,0.0,1.0,1.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,1.0,1.0,372,0.15504829642615503,0.15119984497782274,2.8793657780032027
0.0668835616438356,0.4548517520215633,0.3882914572864321,0.117409948542024,0.0410245984956291,0.4518072289156626,0.0,0.6025598949786675,0.0268085106382978,0.0,0.0534791113595081,0.0268752654827201,0.0,0.0,0.0414606486731685,0.0,0.0,0.1139132592115126,0.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,0.0,1.0,372,0.17224648630277656,0.10565141522342303,1.7605412014677913
0.0668835616438356,0.4548517520215633,0.3882914572864321,0.117409948542024,0.0410245984956291,0.4518072289156626,0.0,0.6025598949786675,0.0268085106382978,0.0,0.0534791113595081,0.0268752654827201,0.0,0.0,0.0414606486731685,0.0,0.0,0.1139132592115126,0.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,1.0,1.0,372,0.17224648630277656,0.10565141522342303,1.7605412014677913
0.0668835616438356,0.4548517520215633,0.3882914572864321,0.117409948542024,0.0410245984956291,0.4518072289156626,0.0,0.6025598949786675,0.0268085106382978,0.0,0.0534791113595081,0.0268752654827201,0.0,0.0,0.0414606486731685,0.0,0.0,0.1139132592115126,1.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,0.0,1.0,372,0.17224648630277656,0.10565141522342303,1.7605412014677913
0.0668835616438356,0.4548517520215633,0.3882914572864321,0.117409948542024,0.0410245984956291,0.4518072289156626,0.0,0.6025598949786675,0.0268085106382978,0.0,0.0534791113595081,0.0268752654827201,0.0,0.0,0.0414606486731685,0.0,0.0,0.1139132592115126,1.0,9,1.0,0.9,0.2555391432791728,0.2182804912882033,0.0666896908996719,1.0,,1.0,1.0,372,0.17224648630277656,0.10565141522342303,1.7605412014677913
0.1204109589041095,0.1597708894878706,0.1341708542713567,0.128902229845626,0.0316324456190282,0.1587014725568942,0.0,0.0907614046603216,0.0482635552505147,0.0,0.1677029481626379,0.1403727551477534,0.0,0.0,0.0331594465865275,0.0,0.0,0.0464482385122355,0.0,42,1.0,0.9,0.1538650910881339,0.0726935161382462,0.0100448972543602,1.0,,0.0,1.0,136,0.8973780913676398,0.23574485190754005,12.832608097576435
0.1204109589041095,0.1597708894878706,0.1341708542713567,0.128902229845626,0.0316324456190282,0.1587014725568942,0.0,0.0907614046603216,0.0482635552505147,0.0,0.1677029481626379,0.1403727551477534,0.0,0.0,0.0331594465865275,0.0,0.0,0.0464482385122355,0.0,42,1.0,0.9,0.1538650910881339,0.0726935161382462,0.0100448972543602,1.0,,1.0,1.0,136,0.8973780913676398,0.23574485190754005,12.832608097576435
